序号,子集,掉落种类,物品id,说明,最小数量,最大数量,权重,备注
9946,56000007,肩甲,42837,18-20阶,1,1,18,
9947,56000007,肩甲,42838,18-20阶,1,1,18,
9948,56000007,肩甲,42839,18-20阶,1,1,18,
9949,56000007,肩甲,42840,18-20阶,1,1,18,
9950,56000007,肩甲,42841,18-20阶,1,1,18,
9951,56000007,肩甲,42842,18-20阶,1,1,18,
9952,56000007,肩甲,42843,18-20阶,1,1,18,
9953,56000007,肩甲,42844,18-20阶,1,1,18,
9954,56000007,肩甲,42845,18-20阶,1,1,18,
9955,56000007,肩甲,42846,18-20阶,1,1,18,
9956,56000007,火把,42847,18-20阶,1,1,18,
9957,56000007,火把,42848,18-20阶,1,1,18,
9958,56000007,火把,42849,18-20阶,1,1,18,
9959,56000007,火把,42850,18-20阶,1,1,18,
9960,56000007,火把,42851,18-20阶,1,1,18,
9961,56000007,火把,42852,18-20阶,1,1,18,
9962,56000007,火把,42853,18-20阶,1,1,18,
9963,56000007,火把,42854,18-20阶,1,1,18,
9964,56000007,火把,42855,18-20阶,1,1,18,
9965,56000007,火把,42856,18-20阶,1,1,18,
9966,56000007,火把,42857,18-20阶,1,1,18,
9967,56000007,火把,42858,18-20阶,1,1,18,
9968,56000007,火把,42859,18-20阶,1,1,18,
9969,56000007,火把,42860,18-20阶,1,1,18,
9970,56000007,火把,42861,18-20阶,1,1,18,
9971,56000007,斧子,42862,18-20阶,1,1,7,
9972,56000007,斧子,42863,18-20阶,1,1,7,
9973,56000007,斧子,42864,18-20阶,1,1,7,
9974,56000007,斧子,42865,18-20阶,1,1,7,
9975,56000007,斧子,42866,18-20阶,1,1,7,
9976,56000007,斧子,42867,18-20阶,1,1,7,
9977,56000007,斧子,42868,18-20阶,1,1,7,
9978,56000007,斧子,42869,18-20阶,1,1,7,
9979,56000007,斧子,42870,18-20阶,1,1,7,
9980,56000007,斧子,42871,18-20阶,1,1,7,
9981,56000007,斧子,42872,18-20阶,1,1,7,
9982,56000007,斧子,42873,18-20阶,1,1,7,
9983,56000007,斧子,42874,18-20阶,1,1,7,
9984,56000007,斧子,42875,18-20阶,1,1,7,
9985,56000007,斧子,42876,18-20阶,1,1,7,
9986,56000007,法杖,42877,18-20阶,1,1,7,
9987,56000007,法杖,42878,18-20阶,1,1,7,
9988,56000007,法杖,42879,18-20阶,1,1,7,
9989,56000007,法杖,42880,18-20阶,1,1,7,
9990,56000007,法杖,42881,18-20阶,1,1,7,
9991,56000007,法杖,42882,18-20阶,1,1,7,
9992,56000007,法杖,42883,18-20阶,1,1,7,
9993,56000007,法杖,42884,18-20阶,1,1,7,
9994,56000007,法杖,42885,18-20阶,1,1,7,
9995,56000007,法杖,42886,18-20阶,1,1,7,
9996,56000007,法杖,42887,18-20阶,1,1,7,
9997,56000007,法杖,42888,18-20阶,1,1,7,
9998,56000007,法杖,42889,18-20阶,1,1,7,
9999,56000007,法杖,42890,18-20阶,1,1,7,
10000,56000007,法杖,42891,18-20阶,1,1,7,
10001,56000007,短剑,42892,18-20阶,1,1,7,
10002,56000007,短剑,42893,18-20阶,1,1,7,
10003,56000007,短剑,42894,18-20阶,1,1,7,
10004,56000007,短剑,42895,18-20阶,1,1,7,
10005,56000007,短剑,42896,18-20阶,1,1,7,
10006,56000007,短剑,42897,18-20阶,1,1,7,
10007,56000007,短剑,42898,18-20阶,1,1,7,
10008,56000007,短剑,42899,18-20阶,1,1,7,
10009,56000007,短剑,42900,18-20阶,1,1,7,
10010,56000007,短剑,42901,18-20阶,1,1,7,
10011,56000007,短剑,42902,18-20阶,1,1,7,
10012,56000007,短剑,42903,18-20阶,1,1,7,
10013,56000007,短剑,42904,18-20阶,1,1,7,
10014,56000007,短剑,42905,18-20阶,1,1,7,
10015,56000007,短剑,42906,18-20阶,1,1,7,
10016,56000007,大剑,42907,18-20阶,1,1,7,
10017,56000007,大剑,42908,18-20阶,1,1,7,
10018,56000007,大剑,42909,18-20阶,1,1,7,
10019,56000007,大剑,42910,18-20阶,1,1,7,
10020,56000007,大剑,42911,18-20阶,1,1,7,
10021,56000007,大剑,42912,18-20阶,1,1,7,
10022,56000007,大剑,42913,18-20阶,1,1,7,
10023,56000007,大剑,42914,18-20阶,1,1,7,
10024,56000007,大剑,42915,18-20阶,1,1,7,
10025,56000007,大剑,42916,18-20阶,1,1,7,
10026,56000007,大剑,42917,18-20阶,1,1,7,
10027,56000007,大剑,42918,18-20阶,1,1,7,
10028,56000007,大剑,42919,18-20阶,1,1,7,
10029,56000007,大剑,42920,18-20阶,1,1,7,
10030,56000007,大剑,42921,18-20阶,1,1,7,
10031,56000007,锤子,42922,18-20阶,1,1,7,
10032,56000007,锤子,42923,18-20阶,1,1,7,
10033,56000007,锤子,42924,18-20阶,1,1,7,
10034,56000007,锤子,42925,18-20阶,1,1,7,
10035,56000007,锤子,42926,18-20阶,1,1,7,
10036,56000007,锤子,42927,18-20阶,1,1,7,
10037,56000007,锤子,42928,18-20阶,1,1,7,
10038,56000007,锤子,42929,18-20阶,1,1,7,
10039,56000007,锤子,42930,18-20阶,1,1,7,
10040,56000007,锤子,42931,18-20阶,1,1,7,
10041,56000007,锤子,42932,18-20阶,1,1,7,
10042,56000007,锤子,42933,18-20阶,1,1,7,
10043,56000007,锤子,42934,18-20阶,1,1,7,
10044,56000007,锤子,42935,18-20阶,1,1,7,
10045,56000007,锤子,42936,18-20阶,1,1,7,
10046,56000007,胸甲,42937,18-20阶,1,1,67,
10047,56000007,胸甲,42938,18-20阶,1,1,67,
10048,56000007,胸甲,42939,18-20阶,1,1,67,
10049,56000007,胸甲,42940,18-20阶,1,1,67,
10050,56000007,鞋子,42941,18-20阶,1,1,67,
10051,56000007,鞋子,42942,18-20阶,1,1,67,
10052,56000007,鞋子,42943,18-20阶,1,1,67,
10053,56000007,鞋子,42944,18-20阶,1,1,67,
10054,56000007,项链,42945,18-20阶,1,1,18,
10055,56000007,项链,42946,18-20阶,1,1,18,
10056,56000007,项链,42947,18-20阶,1,1,18,
10057,56000007,项链,42948,18-20阶,1,1,18,
10058,56000007,项链,42949,18-20阶,1,1,18,
10059,56000007,项链,42950,18-20阶,1,1,18,
10060,56000007,项链,42951,18-20阶,1,1,18,
10061,56000007,项链,42952,18-20阶,1,1,18,
10062,56000007,项链,42953,18-20阶,1,1,18,
10063,56000007,项链,42954,18-20阶,1,1,18,
10064,56000007,项链,42955,18-20阶,1,1,18,
10065,56000007,项链,42956,18-20阶,1,1,18,
10066,56000007,项链,42957,18-20阶,1,1,18,
10067,56000007,项链,42958,18-20阶,1,1,18,
10068,56000007,项链,42959,18-20阶,1,1,18,
10069,56000007,头盔,42960,18-20阶,1,1,22,
10070,56000007,头盔,42961,18-20阶,1,1,22,
10071,56000007,头盔,42962,18-20阶,1,1,22,
10072,56000007,头盔,42963,18-20阶,1,1,22,
10073,56000007,头盔,42964,18-20阶,1,1,22,
10074,56000007,头盔,42965,18-20阶,1,1,22,
10075,56000007,头盔,42966,18-20阶,1,1,22,
10076,56000007,头盔,42967,18-20阶,1,1,22,
10077,56000007,头盔,42968,18-20阶,1,1,22,
10078,56000007,头盔,42969,18-20阶,1,1,22,
10079,56000007,头盔,42970,18-20阶,1,1,22,
10080,56000007,头盔,42971,18-20阶,1,1,22,
10081,56000007,手腕,42972,18-20阶,1,1,30,
10082,56000007,手腕,42973,18-20阶,1,1,30,
10083,56000007,手腕,42974,18-20阶,1,1,30,
10084,56000007,手腕,42975,18-20阶,1,1,30,
10085,56000007,手腕,42976,18-20阶,1,1,30,
10086,56000007,手腕,42977,18-20阶,1,1,30,
10087,56000007,手腕,42978,18-20阶,1,1,30,
10088,56000007,手腕,42979,18-20阶,1,1,30,
10089,56000007,手腕,42980,18-20阶,1,1,30,
10090,56000007,戒指,42981,18-20阶,1,1,22,
10091,56000007,戒指,42982,18-20阶,1,1,22,
10092,56000007,戒指,42983,18-20阶,1,1,22,
10093,56000007,戒指,42984,18-20阶,1,1,22,
10094,56000007,戒指,42985,18-20阶,1,1,22,
10095,56000007,戒指,42986,18-20阶,1,1,22,
10096,56000007,戒指,42987,18-20阶,1,1,22,
10097,56000007,戒指,42988,18-20阶,1,1,22,
10098,56000007,戒指,42989,18-20阶,1,1,22,
10099,56000007,戒指,42990,18-20阶,1,1,22,
10100,56000007,戒指,42991,18-20阶,1,1,22,
10101,56000007,戒指,42992,18-20阶,1,1,22,
10102,56000007,肩甲,42993,18-20阶,1,1,18,
10103,56000007,肩甲,42994,18-20阶,1,1,18,
10104,56000007,肩甲,42995,18-20阶,1,1,18,
10105,56000007,肩甲,42996,18-20阶,1,1,18,
10106,56000007,肩甲,42997,18-20阶,1,1,18,
10107,56000007,肩甲,42998,18-20阶,1,1,18,
10108,56000007,肩甲,42999,18-20阶,1,1,18,
10109,56000007,肩甲,43000,18-20阶,1,1,18,
10110,56000007,肩甲,43001,18-20阶,1,1,18,
10111,56000007,肩甲,43002,18-20阶,1,1,18,
10112,56000007,肩甲,43003,18-20阶,1,1,18,
10113,56000007,肩甲,43004,18-20阶,1,1,18,
10114,56000007,肩甲,43005,18-20阶,1,1,18,
10115,56000007,肩甲,43006,18-20阶,1,1,18,
10116,56000007,肩甲,43007,18-20阶,1,1,18,
10117,56000007,火把,43008,18-20阶,1,1,18,
10118,56000007,火把,43009,18-20阶,1,1,18,
10119,56000007,火把,43010,18-20阶,1,1,18,
10120,56000007,火把,43011,18-20阶,1,1,18,
10121,56000007,火把,43012,18-20阶,1,1,18,
10122,56000007,火把,43013,18-20阶,1,1,18,
10123,56000007,火把,43014,18-20阶,1,1,18,
10124,56000007,火把,43015,18-20阶,1,1,18,
10125,56000007,火把,43016,18-20阶,1,1,18,
10126,56000007,火把,43017,18-20阶,1,1,18,
10127,56000007,火把,43018,18-20阶,1,1,18,
10128,56000007,火把,43019,18-20阶,1,1,18,
10129,56000007,火把,43020,18-20阶,1,1,18,
10130,56000007,火把,43021,18-20阶,1,1,18,
10131,56000007,火把,43022,18-20阶,1,1,18,
10132,56000007,斧子,43023,18-20阶,1,1,7,
10133,56000007,斧子,43024,18-20阶,1,1,7,
10134,56000007,斧子,43025,18-20阶,1,1,7,
10135,56000007,斧子,43026,18-20阶,1,1,7,
10136,56000007,斧子,43027,18-20阶,1,1,7,
10137,56000007,斧子,43028,18-20阶,1,1,7,
10138,56000007,斧子,43029,18-20阶,1,1,7,
10139,56000007,斧子,43030,18-20阶,1,1,7,
10140,56000007,斧子,43031,18-20阶,1,1,7,
10141,56000007,斧子,43032,18-20阶,1,1,7,
10142,56000007,斧子,43033,18-20阶,1,1,7,
10143,56000007,斧子,43034,18-20阶,1,1,7,
10144,56000007,斧子,43035,18-20阶,1,1,7,
10145,56000007,斧子,43036,18-20阶,1,1,7,
10146,56000007,斧子,43037,18-20阶,1,1,7,
10147,56000007,法杖,43038,18-20阶,1,1,7,
10148,56000007,法杖,43039,18-20阶,1,1,7,
10149,56000007,法杖,43040,18-20阶,1,1,7,
10150,56000007,法杖,43041,18-20阶,1,1,7,
10151,56000007,法杖,43042,18-20阶,1,1,7,
10152,56000007,法杖,43043,18-20阶,1,1,7,
10153,56000007,法杖,43044,18-20阶,1,1,7,
10154,56000007,法杖,43045,18-20阶,1,1,7,
10155,56000007,法杖,43046,18-20阶,1,1,7,
10156,56000007,法杖,43047,18-20阶,1,1,7,
10157,56000007,法杖,43048,18-20阶,1,1,7,
10158,56000007,法杖,43049,18-20阶,1,1,7,
10159,56000007,法杖,43050,18-20阶,1,1,7,
10160,56000007,法杖,43051,18-20阶,1,1,7,
10161,56000007,法杖,43052,18-20阶,1,1,7,
10162,56000007,短剑,43053,18-20阶,1,1,7,
10163,56000007,短剑,43054,18-20阶,1,1,7,
10164,56000007,短剑,43055,18-20阶,1,1,7,
10165,56000007,短剑,43056,18-20阶,1,1,7,
10166,56000007,短剑,43057,18-20阶,1,1,7,
10167,56000007,短剑,43058,18-20阶,1,1,7,
10168,56000007,短剑,43059,18-20阶,1,1,7,
10169,56000007,短剑,43060,18-20阶,1,1,7,
10170,56000007,短剑,43061,18-20阶,1,1,7,
10171,56000007,短剑,43062,18-20阶,1,1,7,
10172,56000007,短剑,43063,18-20阶,1,1,7,
10173,56000007,短剑,43064,18-20阶,1,1,7,
10174,56000007,短剑,43065,18-20阶,1,1,7,
10175,56000007,短剑,43066,18-20阶,1,1,7,
10176,56000007,短剑,43067,18-20阶,1,1,7,
10177,56000007,大剑,43068,18-20阶,1,1,7,
10178,56000007,大剑,43069,18-20阶,1,1,7,
10179,56000007,大剑,43070,18-20阶,1,1,7,
10180,56000007,大剑,43071,18-20阶,1,1,7,
10181,56000007,大剑,43072,18-20阶,1,1,7,
10182,56000007,大剑,43073,18-20阶,1,1,7,
10183,56000007,大剑,43074,18-20阶,1,1,7,
10184,56000007,大剑,43075,18-20阶,1,1,7,
10185,56000007,大剑,43076,18-20阶,1,1,7,
10186,56000007,大剑,43077,18-20阶,1,1,7,
10187,56000007,大剑,43078,18-20阶,1,1,7,
10188,56000007,大剑,43079,18-20阶,1,1,7,
10189,56000007,大剑,43080,18-20阶,1,1,7,
10190,56000007,大剑,43081,18-20阶,1,1,7,
10191,56000007,大剑,43082,18-20阶,1,1,7,
10192,56000007,锤子,43083,18-20阶,1,1,7,
10193,56000007,锤子,43084,18-20阶,1,1,7,
10194,56000007,锤子,43085,18-20阶,1,1,7,
10195,56000007,锤子,43086,18-20阶,1,1,7,
10196,56000007,锤子,43087,18-20阶,1,1,7,
10197,56000007,锤子,43088,18-20阶,1,1,7,
10198,56000007,锤子,43089,18-20阶,1,1,7,
10199,56000007,锤子,43090,18-20阶,1,1,7,
10200,56000007,锤子,43091,18-20阶,1,1,7,
10201,56000007,锤子,43092,18-20阶,1,1,7,
10202,56000007,锤子,43093,18-20阶,1,1,7,
10203,56000007,锤子,43094,18-20阶,1,1,7,
10204,56000007,锤子,43095,18-20阶,1,1,7,
10205,56000007,锤子,43096,18-20阶,1,1,7,
10206,56000007,锤子,43097,18-20阶,1,1,7,
10207,56000007,胸甲,43098,18-20阶,1,1,67,
10208,56000007,胸甲,43099,18-20阶,1,1,67,
10209,56000007,胸甲,43100,18-20阶,1,1,67,
10210,56000007,胸甲,43101,18-20阶,1,1,67,
10211,56000007,鞋子,43102,18-20阶,1,1,67,
10212,56000007,鞋子,43103,18-20阶,1,1,67,
10213,56000007,鞋子,43104,18-20阶,1,1,67,
10214,56000007,鞋子,43105,18-20阶,1,1,67,
10215,56000007,项链,43106,18-20阶,1,1,18,
10216,56000007,项链,43107,18-20阶,1,1,18,
10217,56000007,项链,43108,18-20阶,1,1,18,
10218,56000007,项链,43109,18-20阶,1,1,18,
10219,56000007,项链,43110,18-20阶,1,1,18,
10220,56000007,项链,43111,18-20阶,1,1,18,
10221,56000007,项链,43112,18-20阶,1,1,18,
10222,56000007,项链,43113,18-20阶,1,1,18,
10223,56000007,项链,43114,18-20阶,1,1,18,
10224,56000007,项链,43115,18-20阶,1,1,18,
10225,56000007,项链,43116,18-20阶,1,1,18,
10226,56000007,项链,43117,18-20阶,1,1,18,
10227,56000007,项链,43118,18-20阶,1,1,18,
10228,56000007,项链,43119,18-20阶,1,1,18,
10229,56000007,项链,43120,18-20阶,1,1,18,
10230,56000007,头盔,43121,18-20阶,1,1,22,
10231,56000007,头盔,43122,18-20阶,1,1,22,
10232,56000007,头盔,43123,18-20阶,1,1,22,
10233,56000007,头盔,43124,18-20阶,1,1,22,
10234,56000007,头盔,43125,18-20阶,1,1,22,
10235,56000007,头盔,43126,18-20阶,1,1,22,
10236,56000007,头盔,43127,18-20阶,1,1,22,
10237,56000007,头盔,43128,18-20阶,1,1,22,
10238,56000007,头盔,43129,18-20阶,1,1,22,
10239,56000007,头盔,43130,18-20阶,1,1,22,
10240,56000007,头盔,43131,18-20阶,1,1,22,
10241,56000007,头盔,43132,18-20阶,1,1,22,
10242,56000007,手腕,43133,18-20阶,1,1,30,
10243,56000007,手腕,43134,18-20阶,1,1,30,
10244,56000007,手腕,43135,18-20阶,1,1,30,
10245,56000007,手腕,43136,18-20阶,1,1,30,
10246,56000007,手腕,43137,18-20阶,1,1,30,
10247,56000007,手腕,43138,18-20阶,1,1,30,
10248,56000007,手腕,43139,18-20阶,1,1,30,
10249,56000007,手腕,43140,18-20阶,1,1,30,
10250,56000007,手腕,43141,18-20阶,1,1,30,
10251,56000007,戒指,43142,18-20阶,1,1,22,
10252,56000007,戒指,43143,18-20阶,1,1,22,
10253,56000007,戒指,43144,18-20阶,1,1,22,
10254,56000007,戒指,43145,18-20阶,1,1,22,
10255,56000007,戒指,43146,18-20阶,1,1,22,
10256,56000007,戒指,43147,18-20阶,1,1,22,
10257,56000007,戒指,43148,18-20阶,1,1,22,
10258,56000007,戒指,43149,18-20阶,1,1,22,
10259,56000007,戒指,43150,18-20阶,1,1,22,
10260,56000007,戒指,43151,18-20阶,1,1,22,
10261,56000007,戒指,43152,18-20阶,1,1,22,
10262,56000007,戒指,43153,18-20阶,1,1,22,
10263,56000007,肩甲,43154,18-20阶,1,1,18,
10264,56000007,肩甲,43155,18-20阶,1,1,18,
10265,56000007,肩甲,43156,18-20阶,1,1,18,
10266,56000007,肩甲,43157,18-20阶,1,1,18,
10267,56000007,肩甲,43158,18-20阶,1,1,18,
10268,56000007,肩甲,43159,18-20阶,1,1,18,
10269,56000007,肩甲,43160,18-20阶,1,1,18,
10270,56000007,肩甲,43161,18-20阶,1,1,18,
10271,56000007,肩甲,43162,18-20阶,1,1,18,
10272,56000007,肩甲,43163,18-20阶,1,1,18,
10273,56000007,肩甲,43164,18-20阶,1,1,18,
10274,56000007,肩甲,43165,18-20阶,1,1,18,
10275,56000007,肩甲,43166,18-20阶,1,1,18,
10276,56000007,肩甲,43167,18-20阶,1,1,18,
10277,56000007,肩甲,43168,18-20阶,1,1,18,
10278,56000007,火把,43169,18-20阶,1,1,18,
10279,56000007,火把,43170,18-20阶,1,1,18,
10280,56000007,火把,43171,18-20阶,1,1,18,
10281,56000007,火把,43172,18-20阶,1,1,18,
10282,56000007,火把,43173,18-20阶,1,1,18,
10283,56000007,火把,43174,18-20阶,1,1,18,
10284,56000007,火把,43175,18-20阶,1,1,18,
10285,56000007,火把,43176,18-20阶,1,1,18,
10286,56000007,火把,43177,18-20阶,1,1,18,
10287,56000007,火把,43178,18-20阶,1,1,18,
10288,56000007,火把,43179,18-20阶,1,1,18,
10289,56000007,火把,43180,18-20阶,1,1,18,
10290,56000007,火把,43181,18-20阶,1,1,18,
10291,56000007,火把,43182,18-20阶,1,1,18,
10292,56000007,火把,43183,18-20阶,1,1,18,
10293,56000007,斧子,43184,18-20阶,1,1,7,
10294,56000007,斧子,43185,18-20阶,1,1,7,
10295,56000007,斧子,43186,18-20阶,1,1,7,
10296,56000007,斧子,43187,18-20阶,1,1,7,
10297,56000007,斧子,43188,18-20阶,1,1,7,
10298,56000007,斧子,43189,18-20阶,1,1,7,
10299,56000007,斧子,43190,18-20阶,1,1,7,
10300,56000007,斧子,43191,18-20阶,1,1,7,
10301,56000007,斧子,43192,18-20阶,1,1,7,
10302,56000007,斧子,43193,18-20阶,1,1,7,
10303,56000007,斧子,43194,18-20阶,1,1,7,
10304,56000007,斧子,43195,18-20阶,1,1,7,
10305,56000007,斧子,43196,18-20阶,1,1,7,
10306,56000007,斧子,43197,18-20阶,1,1,7,
10307,56000007,斧子,43198,18-20阶,1,1,7,
10308,56000007,法杖,43199,18-20阶,1,1,7,
10309,56000007,法杖,43200,18-20阶,1,1,7,
10310,56000007,法杖,43201,18-20阶,1,1,7,
10311,56000007,法杖,43202,18-20阶,1,1,7,
10312,56000007,法杖,43203,18-20阶,1,1,7,
10313,56000007,法杖,43204,18-20阶,1,1,7,
10314,56000007,法杖,43205,18-20阶,1,1,7,
10315,56000007,法杖,43206,18-20阶,1,1,7,
10316,56000007,法杖,43207,18-20阶,1,1,7,
10317,56000007,法杖,43208,18-20阶,1,1,7,
10318,56000007,法杖,43209,18-20阶,1,1,7,
10319,56000007,法杖,43210,18-20阶,1,1,7,
10320,56000007,法杖,43211,18-20阶,1,1,7,
10321,56000007,法杖,43212,18-20阶,1,1,7,
10322,56000007,法杖,43213,18-20阶,1,1,7,
10323,56000007,短剑,43214,18-20阶,1,1,7,
10324,56000007,短剑,43215,18-20阶,1,1,7,
10325,56000007,短剑,43216,18-20阶,1,1,7,
10326,56000007,短剑,43217,18-20阶,1,1,7,
10327,56000007,短剑,43218,18-20阶,1,1,7,
10328,56000007,短剑,43219,18-20阶,1,1,7,
10329,56000007,短剑,43220,18-20阶,1,1,7,
10330,56000007,短剑,43221,18-20阶,1,1,7,
10331,56000007,短剑,43222,18-20阶,1,1,7,
10332,56000007,短剑,43223,18-20阶,1,1,7,
10333,56000007,短剑,43224,18-20阶,1,1,7,
10334,56000007,短剑,43225,18-20阶,1,1,7,
10335,56000007,短剑,43226,18-20阶,1,1,7,
10336,56000007,短剑,43227,18-20阶,1,1,7,
10337,56000007,短剑,43228,18-20阶,1,1,7,
10338,56000007,大剑,43229,18-20阶,1,1,7,
10339,56000007,大剑,43230,18-20阶,1,1,7,
10340,56000007,大剑,43231,18-20阶,1,1,7,
10341,56000007,大剑,43232,18-20阶,1,1,7,
10342,56000007,大剑,43233,18-20阶,1,1,7,
10343,56000007,大剑,43234,18-20阶,1,1,7,
10344,56000007,大剑,43235,18-20阶,1,1,7,
10345,56000007,大剑,43236,18-20阶,1,1,7,
10346,56000007,大剑,43237,18-20阶,1,1,7,
10347,56000007,大剑,43238,18-20阶,1,1,7,
10348,56000007,大剑,43239,18-20阶,1,1,7,
10349,56000007,大剑,43240,18-20阶,1,1,7,
10350,56000007,大剑,43241,18-20阶,1,1,7,
10351,56000007,大剑,43242,18-20阶,1,1,7,
10352,56000007,大剑,43243,18-20阶,1,1,7,
10353,56000007,锤子,43244,18-20阶,1,1,7,
10354,56000007,锤子,43245,18-20阶,1,1,7,
10355,56000007,锤子,43246,18-20阶,1,1,7,
10356,56000007,锤子,43247,18-20阶,1,1,7,
10357,56000007,锤子,43248,18-20阶,1,1,7,
10358,56000007,锤子,43249,18-20阶,1,1,7,
10359,56000007,锤子,43250,18-20阶,1,1,7,
10360,56000007,锤子,43251,18-20阶,1,1,7,
10361,56000007,锤子,43252,18-20阶,1,1,7,
10362,56000007,锤子,43253,18-20阶,1,1,7,
10363,56000007,锤子,43254,18-20阶,1,1,7,
10364,56000007,锤子,43255,18-20阶,1,1,7,
10365,56000007,锤子,43256,18-20阶,1,1,7,
10366,56000007,锤子,43257,18-20阶,1,1,7,
10367,56000007,锤子,43258,18-20阶,1,1,7,
10368,56000007,胸甲,48212,18-20阶绿,1,1,24,
10369,56000007,胸甲,48213,18-20阶绿,1,1,36,
10370,56000007,胸甲,48214,18-20阶绿,1,1,36,
10371,56000007,胸甲,48215,18-20阶绿,1,1,36,
10372,56000007,胸甲,48216,18-20阶绿,1,1,36,
10373,56000007,鞋子,48217,18-20阶绿,1,1,36,
10374,56000007,鞋子,48218,18-20阶绿,1,1,36,
10375,56000007,鞋子,48219,18-20阶绿,1,1,36,
10376,56000007,鞋子,48220,18-20阶绿,1,1,36,
10377,56000007,鞋子,48221,18-20阶绿,1,1,36,
10378,56000007,项链,48222,18-20阶绿,1,1,15,
10379,56000007,项链,48223,18-20阶绿,1,1,15,
10380,56000007,项链,48224,18-20阶绿,1,1,15,
10381,56000007,项链,48225,18-20阶绿,1,1,15,
10382,56000007,项链,48226,18-20阶绿,1,1,15,
10383,56000007,项链,48227,18-20阶绿,1,1,15,
10384,56000007,项链,48228,18-20阶绿,1,1,15,
10385,56000007,项链,48229,18-20阶绿,1,1,15,
10386,56000007,项链,48230,18-20阶绿,1,1,15,
10387,56000007,项链,48231,18-20阶绿,1,1,15,
10388,56000007,项链,48232,18-20阶绿,1,1,15,
10389,56000007,项链,48233,18-20阶绿,1,1,15,
10390,56000007,项链,48234,18-20阶绿,1,1,15,
10391,56000007,项链,48235,18-20阶绿,1,1,15,
10392,56000007,项链,48236,18-20阶绿,1,1,15,
10393,56000007,项链,48237,18-20阶绿,1,1,15,
10394,56000007,项链,48238,18-20阶绿,1,1,15,
10395,56000007,项链,48239,18-20阶绿,1,1,15,
10396,56000007,项链,48240,18-20阶绿,1,1,15,
10397,56000007,项链,48241,18-20阶绿,1,1,15,
10398,56000007,项链,48242,18-20阶绿,1,1,15,
10399,56000007,项链,48243,18-20阶绿,1,1,15,
10400,56000007,项链,48244,18-20阶绿,1,1,15,
10401,56000007,项链,48245,18-20阶绿,1,1,15,
10402,56000007,头盔,48246,18-20阶绿,1,1,10,
10403,56000007,头盔,48247,18-20阶绿,1,1,10,
10404,56000007,头盔,48248,18-20阶绿,1,1,10,
10405,56000007,头盔,48249,18-20阶绿,1,1,10,
10406,56000007,头盔,48250,18-20阶绿,1,1,10,
10407,56000007,头盔,48251,18-20阶绿,1,1,10,
10408,56000007,头盔,48252,18-20阶绿,1,1,10,
10409,56000007,头盔,48253,18-20阶绿,1,1,10,
10410,56000007,头盔,48254,18-20阶绿,1,1,10,
10411,56000007,头盔,48255,18-20阶绿,1,1,10,
10412,56000007,头盔,48256,18-20阶绿,1,1,10,
10413,56000007,头盔,48257,18-20阶绿,1,1,10,
10414,56000007,头盔,48258,18-20阶绿,1,1,10,
10415,56000007,头盔,48259,18-20阶绿,1,1,10,
10416,56000007,头盔,48260,18-20阶绿,1,1,10,
10417,56000007,头盔,48261,18-20阶绿,1,1,10,
10418,56000007,头盔,48262,18-20阶绿,1,1,10,
10419,56000007,头盔,48263,18-20阶绿,1,1,10,
10420,56000007,手腕,48264,18-20阶绿,1,1,20,
10421,56000007,手腕,48265,18-20阶绿,1,1,20,
10422,56000007,手腕,48266,18-20阶绿,1,1,20,
10423,56000007,手腕,48267,18-20阶绿,1,1,20,
10424,56000007,手腕,48268,18-20阶绿,1,1,20,
10425,56000007,手腕,48269,18-20阶绿,1,1,20,
10426,56000007,手腕,48270,18-20阶绿,1,1,20,
10427,56000007,手腕,48271,18-20阶绿,1,1,20,
10428,56000007,手腕,48272,18-20阶绿,1,1,20,
10429,56000007,戒指,48273,18-20阶绿,1,1,12,
10430,56000007,戒指,48274,18-20阶绿,1,1,12,
10431,56000007,戒指,48275,18-20阶绿,1,1,12,
10432,56000007,戒指,48276,18-20阶绿,1,1,12,
10433,56000007,戒指,48277,18-20阶绿,1,1,12,
10434,56000007,戒指,48278,18-20阶绿,1,1,12,
