道具ID,名称,文字描述,品质,图标,图集路径,物品类型,能否叠加,叠加数量,带回城镇,能否被销毁
45562,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45563,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45564,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45565,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45566,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45567,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45568,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45569,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45570,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45571,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45572,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45573,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45574,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45575,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45576,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45577,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45578,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45579,稀有：精良兜鍪,精良的兜鍪,2,zhanshi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45580,稀有：精良臂甲,精良的臂甲,2,zhanshi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45581,稀有：精良臂甲,精良的臂甲,2,zhanshi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45582,稀有：精良臂甲,精良的臂甲,2,zhanshi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45583,稀有：精良臂甲,精良的臂甲,2,zhanshi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45584,稀有：精良臂甲,精良的臂甲,2,zhanshi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45585,稀有：精良臂甲,精良的臂甲,2,zhanshi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45586,稀有：精良臂甲,精良的臂甲,2,zhanshi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45587,稀有：精良臂甲,精良的臂甲,2,zhanshi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45588,稀有：精良臂甲,精良的臂甲,2,zhanshi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45589,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45590,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45591,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45592,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45593,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45594,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45595,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45596,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45597,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45598,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45599,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45600,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45601,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45602,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45603,稀有：精良戒指,精良的戒指,2,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45604,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45605,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45606,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45607,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45608,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45609,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45610,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45611,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45612,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45613,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45614,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45615,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45616,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45617,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45618,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45619,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45620,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45621,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45622,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45623,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45624,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45625,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45626,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45627,稀有：精良肩甲,精良的肩甲,2,zhanshi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45628,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45629,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45630,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45631,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45632,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45633,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45634,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45635,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45636,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45637,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45638,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45639,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45640,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45641,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45642,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45643,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45644,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45645,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45646,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45647,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45648,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45649,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45650,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45651,稀有：精良火把,精良的火把,2,torch_tiemu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45652,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45653,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45654,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45655,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45656,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45657,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45658,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45659,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45660,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45661,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45662,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45663,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45664,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45665,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45666,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45667,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45668,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45669,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45670,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45671,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45672,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45673,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45674,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45675,稀有：精良战斧,精良的战斧,2,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45676,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45677,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45678,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45679,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45680,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45681,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45682,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45683,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45684,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45685,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45686,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45687,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45688,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45689,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45690,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45691,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45692,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45693,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45694,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45695,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45696,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45697,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45698,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45699,稀有：精良魔杖,精良的魔杖,2,daozei_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45700,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45701,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45702,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45703,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45704,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45705,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45706,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45707,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45708,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45709,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45710,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45711,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45712,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45713,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45714,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45715,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45716,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45717,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45718,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45719,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45720,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45721,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45722,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45723,稀有：精良短剑,精良的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45724,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45725,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45726,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45727,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45728,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45729,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45730,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45731,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45732,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45733,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45734,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45735,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45736,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45737,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45738,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45739,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45740,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45741,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45742,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45743,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45744,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45745,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45746,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45747,稀有：精良直剑,精良的直剑,2,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45748,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45749,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45750,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45751,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45752,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45753,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45754,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45755,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45756,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45757,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45758,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45759,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45760,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45761,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45762,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45763,稀有：精良短锤,精良的短锤,2,daozei_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
