ID,装备等级,装备类型,职业需求,装备评分,使用部位,能否带回城镇,套装,强化上限,属性1,属性1增加值,属性2,属性2增加值,属性3,属性3增加值,属性4,属性4增加值,属性5,属性5增加值,属性6,属性6增加值,属性7,属性7增加值,属性8,属性8增加值,额外增加攻击速度,背面插槽,背面贴图,侧面插槽,侧面贴图,正面插槽,正面贴图
43492,22,2,0,2318,9,0,0,0,24,783,12,8,25,7,24,913,0,6,0,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43493,22,2,0,2318,9,0,0,0,24,783,13,8,25,7,24,913,0,6,0,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43494,22,2,0,1147,9,0,0,0,24,783,10,8,25,7,0,913,9,6,0,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43495,22,2,0,1147,9,0,0,0,24,783,12,8,25,7,0,913,9,6,0,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43496,22,2,0,1147,9,0,0,0,24,783,13,8,25,7,0,913,9,6,0,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43497,22,2,0,1132,9,0,0,0,24,783,10,8,25,7,0,913,0,6,14,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43498,22,2,0,1132,9,0,0,0,24,783,12,8,25,7,0,913,0,6,14,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43499,22,2,0,1132,9,0,0,0,24,783,13,8,25,7,0,913,0,6,14,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43500,22,2,0,1147,9,0,0,0,24,783,10,8,25,7,0,913,11,6,0,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43501,22,2,0,1147,9,0,0,0,24,783,12,8,25,7,0,913,11,6,0,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43502,22,2,0,1147,9,0,0,0,24,783,13,8,25,7,0,913,11,6,0,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43503,22,2,0,1132,9,0,0,0,24,783,10,8,25,7,0,913,0,6,16,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43504,22,2,0,1132,9,0,0,0,24,783,12,8,25,7,0,913,0,6,16,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43505,22,2,0,1132,9,0,0,0,24,783,13,8,25,7,0,913,0,6,16,4,0,22,0,7,0,fire|word,F2_b_fire|F2_b_word,fire|word,F2_s_fire|F2_s_word,fire|word,F2_f_fire|F2_f_word
43506,22,1,0,4794,6,0,0,0,2,81,1,305,10,31,1,86,0,10,0,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43507,22,1,0,4794,6,0,0,0,2,81,1,305,12,31,1,86,0,10,0,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43508,22,1,0,4794,6,0,0,0,2,81,1,305,13,31,1,86,0,10,0,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43509,22,1,0,4170,6,0,0,0,2,81,1,305,10,31,0,86,9,10,0,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43510,22,1,0,4170,6,0,0,0,2,81,1,305,12,31,0,86,9,10,0,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43511,22,1,0,4170,6,0,0,0,2,81,1,305,13,31,0,86,9,10,0,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43512,22,1,0,4065,6,0,0,0,2,81,1,305,10,31,0,86,0,10,14,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43513,22,1,0,4065,6,0,0,0,2,81,1,305,12,31,0,86,0,10,14,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43514,22,1,0,4065,6,0,0,0,2,81,1,305,13,31,0,86,0,10,14,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43515,22,1,0,4170,6,0,0,0,2,81,1,305,10,31,0,86,11,10,0,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43516,22,1,0,4170,6,0,0,0,2,81,1,305,12,31,0,86,11,10,0,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43517,22,1,0,4170,6,0,0,0,2,81,1,305,13,31,0,86,11,10,0,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43518,22,1,0,4065,6,0,0,0,2,81,1,305,10,31,0,86,0,10,16,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43519,22,1,0,4065,6,0,0,0,2,81,1,305,12,31,0,86,0,10,16,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43520,22,1,0,4065,6,0,0,0,2,81,1,305,13,31,0,86,0,10,16,3,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
43521,22,1,0,3162,6,0,0,0,2,63,1,117,10,47,1,86,0,10,0,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43522,22,1,0,3162,6,0,0,0,2,63,1,117,12,47,1,86,0,10,0,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43523,22,1,0,3162,6,0,0,0,2,63,1,117,13,47,1,86,0,10,0,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43524,22,1,0,2538,6,0,0,0,2,63,1,117,10,47,0,86,9,10,0,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43525,22,1,0,2538,6,0,0,0,2,63,1,117,12,47,0,86,9,10,0,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43526,22,1,0,2538,6,0,0,0,2,63,1,117,13,47,0,86,9,10,0,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43527,22,1,0,2433,6,0,0,0,2,63,1,117,10,47,0,86,0,10,14,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43528,22,1,0,2433,6,0,0,0,2,63,1,117,12,47,0,86,0,10,14,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43529,22,1,0,2433,6,0,0,0,2,63,1,117,13,47,0,86,0,10,14,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43530,22,1,0,2538,6,0,0,0,2,63,1,117,10,47,0,86,11,10,0,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43531,22,1,0,2538,6,0,0,0,2,63,1,117,12,47,0,86,11,10,0,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43532,22,1,0,2538,6,0,0,0,2,63,1,117,13,47,0,86,11,10,0,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43533,22,1,0,2433,6,0,0,0,2,63,1,117,10,47,0,86,0,10,16,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43534,22,1,0,2433,6,0,0,0,2,63,1,117,12,47,0,86,0,10,16,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43535,22,1,0,2433,6,0,0,0,2,63,1,117,13,47,0,86,0,10,16,3,0,0.01,0,0.05,50,sword01,T5_b_sword04,sword01,T5_s_sword04,sword01,T5_f_sword04
43536,22,1,0,3003,6,0,0,0,2,63,1,117,10,31,1,121,0,10,0,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43537,22,1,0,3003,6,0,0,0,2,63,1,117,12,31,1,121,0,10,0,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43538,22,1,0,3003,6,0,0,0,2,63,1,117,13,31,1,121,0,10,0,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43539,22,1,0,2064,6,0,0,0,2,63,1,117,10,31,0,121,9,10,0,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43540,22,1,0,2064,6,0,0,0,2,63,1,117,12,31,0,121,9,10,0,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43541,22,1,0,2064,6,0,0,0,2,63,1,117,13,31,0,121,9,10,0,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43542,22,1,0,1959,6,0,0,0,2,63,1,117,10,31,0,121,0,10,14,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43543,22,1,0,1959,6,0,0,0,2,63,1,117,12,31,0,121,0,10,14,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43544,22,1,0,1959,6,0,0,0,2,63,1,117,13,31,0,121,0,10,14,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43545,22,1,0,2064,6,0,0,0,2,63,1,117,10,31,0,121,11,10,0,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43546,22,1,0,2064,6,0,0,0,2,63,1,117,12,31,0,121,11,10,0,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43547,22,1,0,2064,6,0,0,0,2,63,1,117,13,31,0,121,11,10,0,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43548,22,1,0,1959,6,0,0,0,2,63,1,117,10,31,0,121,0,10,16,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43549,22,1,0,1959,6,0,0,0,2,63,1,117,12,31,0,121,0,10,16,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43550,22,1,0,1959,6,0,0,0,2,63,1,117,13,31,0,121,0,10,16,3,0,0.01,0,0.05,50,sword01,T7_b_sword05,sword01,T7_s_sword05,sword01,T7_f_sword05
43551,22,1,0,3642,6,0,0,0,2,90,1,167,10,31,1,86,0,10,0,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43552,22,1,0,3642,6,0,0,0,2,90,1,167,12,31,1,86,0,10,0,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43553,22,1,0,3642,6,0,0,0,2,90,1,167,13,31,1,86,0,10,0,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43554,22,1,0,3018,6,0,0,0,2,90,1,167,10,31,0,86,9,10,0,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43555,22,1,0,3018,6,0,0,0,2,90,1,167,12,31,0,86,9,10,0,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43556,22,1,0,3018,6,0,0,0,2,90,1,167,13,31,0,86,9,10,0,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43557,22,1,0,2913,6,0,0,0,2,90,1,167,10,31,0,86,0,10,14,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43558,22,1,0,2913,6,0,0,0,2,90,1,167,12,31,0,86,0,10,14,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43559,22,1,0,2913,6,0,0,0,2,90,1,167,13,31,0,86,0,10,14,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43560,22,1,0,3018,6,0,0,0,2,90,1,167,10,31,0,86,11,10,0,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43561,22,1,0,3018,6,0,0,0,2,90,1,167,12,31,0,86,11,10,0,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43562,22,1,0,3018,6,0,0,0,2,90,1,167,13,31,0,86,11,10,0,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43563,22,1,0,2913,6,0,0,0,2,90,1,167,10,31,0,86,0,10,16,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43564,22,1,0,2913,6,0,0,0,2,90,1,167,12,31,0,86,0,10,16,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43565,22,1,0,2913,6,0,0,0,2,90,1,167,13,31,0,86,0,10,16,3,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
43566,22,1,0,4848,6,0,0,0,2,135,1,251,10,31,1,86,0,10,0,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43567,22,1,0,4848,6,0,0,0,2,135,1,251,12,31,1,86,0,10,0,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43568,22,1,0,4848,6,0,0,0,2,135,1,251,13,31,1,86,0,10,0,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43569,22,1,0,4224,6,0,0,0,2,135,1,251,10,31,0,86,9,10,0,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43570,22,1,0,4224,6,0,0,0,2,135,1,251,12,31,0,86,9,10,0,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43571,22,1,0,4224,6,0,0,0,2,135,1,251,13,31,0,86,9,10,0,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43572,22,1,0,4119,6,0,0,0,2,135,1,251,10,31,0,86,0,10,14,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43573,22,1,0,4119,6,0,0,0,2,135,1,251,12,31,0,86,0,10,14,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43574,22,1,0,4119,6,0,0,0,2,135,1,251,13,31,0,86,0,10,14,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43575,22,1,0,4224,6,0,0,0,2,135,1,251,10,31,0,86,11,10,0,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43576,22,1,0,4224,6,0,0,0,2,135,1,251,12,31,0,86,11,10,0,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43577,22,1,0,4224,6,0,0,0,2,135,1,251,13,31,0,86,11,10,0,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43578,22,1,0,4119,6,0,0,0,2,135,1,251,10,31,0,86,0,10,16,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43579,22,1,0,4119,6,0,0,0,2,135,1,251,12,31,0,86,0,10,16,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43580,22,1,0,4119,6,0,0,0,2,135,1,251,13,31,0,86,0,10,16,3,0,0.01,0,0.05,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
43581,23,2,0,3586,2,0,0,0,6,4,5,15,24,2787,5,41,0,2926,0,11,0,15,0,31,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T5_b_cloak2|T5_b_leg_big_right|T5_b_leg_big_left|T5_b_cloak|T5_b_arm_big_right|T5_b_arm_big_left|T5_b_chest|T5_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T5_s_arm_big_left|T5_s_leg_big_left|T5_s_cloak2|T5_s_cloak|T5_s_chest|T5_s_leg_big_right|T5_s_belt|T5_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T5_f_cloak2|T5_f_leg_big_left|T5_f_leg_big_right|T5_f_arm_big_left|T5_f_arm_big_right|T5_f_chest|T5_f_cloak|T5_f_belt
43582,23,2,0,7248,2,0,0,0,6,4,5,15,24,2787,0,41,24,2926,0,11,0,15,0,31,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T5_b_cloak2|T5_b_leg_big_right|T5_b_leg_big_left|T5_b_cloak|T5_b_arm_big_right|T5_b_arm_big_left|T5_b_chest|T5_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T5_s_arm_big_left|T5_s_leg_big_left|T5_s_cloak2|T5_s_cloak|T5_s_chest|T5_s_leg_big_right|T5_s_belt|T5_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T5_f_cloak2|T5_f_leg_big_left|T5_f_leg_big_right|T5_f_arm_big_left|T5_f_arm_big_right|T5_f_chest|T5_f_cloak|T5_f_belt
43583,23,2,0,3446,2,0,0,0,6,4,5,15,24,2787,0,41,0,2926,9,11,0,15,0,31,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T5_b_cloak2|T5_b_leg_big_right|T5_b_leg_big_left|T5_b_cloak|T5_b_arm_big_right|T5_b_arm_big_left|T5_b_chest|T5_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T5_s_arm_big_left|T5_s_leg_big_left|T5_s_cloak2|T5_s_cloak|T5_s_chest|T5_s_leg_big_right|T5_s_belt|T5_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T5_f_cloak2|T5_f_leg_big_left|T5_f_leg_big_right|T5_f_arm_big_left|T5_f_arm_big_right|T5_f_chest|T5_f_cloak|T5_f_belt
43584,23,2,0,3446,2,0,0,0,6,4,5,15,24,2787,0,41,0,2926,11,11,0,15,0,31,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T5_b_cloak2|T5_b_leg_big_right|T5_b_leg_big_left|T5_b_cloak|T5_b_arm_big_right|T5_b_arm_big_left|T5_b_chest|T5_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T5_s_arm_big_left|T5_s_leg_big_left|T5_s_cloak2|T5_s_cloak|T5_s_chest|T5_s_leg_big_right|T5_s_belt|T5_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T5_f_cloak2|T5_f_leg_big_left|T5_f_leg_big_right|T5_f_arm_big_left|T5_f_arm_big_right|T5_f_chest|T5_f_cloak|T5_f_belt
43585,23,2,0,1434,4,0,0,0,6,8,5,30,24,836,5,23,0,1463,0,8,0,23,0,4,0,foot_right|leg_small_right|leg_small_left|foot_left,T5_b_foot_right|T5_b_leg_small_right|T5_b_leg_small_left|T5_b_foot_left,leg_small_left|foot_left|foot_right|leg_small_right,T5_s_leg_small_left|T5_s_foot_left|T5_s_foot_right|T5_s_leg_small_right,leg_small_left|foot_left|foot_right|leg_small_right,T5_f_leg_small_left|T5_f_foot_left|T5_f_foot_right|T5_f_leg_small_right
43586,23,2,0,3240,4,0,0,0,6,8,5,30,24,836,0,23,24,1463,0,8,0,23,0,4,0,foot_right|leg_small_right|leg_small_left|foot_left,T5_b_foot_right|T5_b_leg_small_right|T5_b_leg_small_left|T5_b_foot_left,leg_small_left|foot_left|foot_right|leg_small_right,T5_s_leg_small_left|T5_s_foot_left|T5_s_foot_right|T5_s_leg_small_right,leg_small_left|foot_left|foot_right|leg_small_right,T5_f_leg_small_left|T5_f_foot_left|T5_f_foot_right|T5_f_leg_small_right
43587,23,2,0,1339,4,0,0,0,6,8,5,30,24,836,0,23,0,1463,14,8,0,23,0,4,0,foot_right|leg_small_right|leg_small_left|foot_left,T5_b_foot_right|T5_b_leg_small_right|T5_b_leg_small_left|T5_b_foot_left,leg_small_left|foot_left|foot_right|leg_small_right,T5_s_leg_small_left|T5_s_foot_left|T5_s_foot_right|T5_s_leg_small_right,leg_small_left|foot_left|foot_right|leg_small_right,T5_f_leg_small_left|T5_f_foot_left|T5_f_foot_right|T5_f_leg_small_right
43588,23,2,0,1339,4,0,0,0,6,8,5,30,24,836,0,23,0,1463,16,8,0,23,0,4,0,foot_right|leg_small_right|leg_small_left|foot_left,T5_b_foot_right|T5_b_leg_small_right|T5_b_leg_small_left|T5_b_foot_left,leg_small_left|foot_left|foot_right|leg_small_right,T5_s_leg_small_left|T5_s_foot_left|T5_s_foot_right|T5_s_leg_small_right,leg_small_left|foot_left|foot_right|leg_small_right,T5_f_leg_small_left|T5_f_foot_left|T5_f_foot_right|T5_f_leg_small_right
43589,23,3,0,1380,7,0,0,0,5,10,15,6,25,35,24,488,0,17,0,19,0,53,0,11,0,0,0,0,0,0,0
43590,23,3,0,1380,7,0,0,0,5,10,17,6,25,35,24,488,0,17,0,19,0,53,0,11,0,0,0,0,0,0,0
43591,23,3,0,1380,7,0,0,0,5,10,18,6,25,35,24,488,0,17,0,19,0,53,0,11,0,0,0,0,0,0,0
43592,23,3,0,850,7,0,0,0,5,10,15,6,25,35,0,488,9,17,0,19,0,53,0,11,0,0,0,0,0,0,0
43593,23,3,0,850,7,0,0,0,5,10,17,6,25,35,0,488,9,17,0,19,0,53,0,11,0,0,0,0,0,0,0
43594,23,3,0,850,7,0,0,0,5,10,18,6,25,35,0,488,9,17,0,19,0,53,0,11,0,0,0,0,0,0,0
43595,23,3,0,835,7,0,0,0,5,10,15,6,25,35,0,488,0,17,14,19,0,53,0,11,0,0,0,0,0,0,0
43596,23,3,0,835,7,0,0,0,5,10,17,6,25,35,0,488,0,17,14,19,0,53,0,11,0,0,0,0,0,0,0
43597,23,3,0,835,7,0,0,0,5,10,18,6,25,35,0,488,0,17,14,19,0,53,0,11,0,0,0,0,0,0,0
43598,23,3,0,850,7,0,0,0,5,10,15,6,25,35,0,488,11,17,0,19,0,53,0,11,0,0,0,0,0,0,0
43599,23,3,0,850,7,0,0,0,5,10,17,6,25,35,0,488,11,17,0,19,0,53,0,11,0,0,0,0,0,0,0
43600,23,3,0,850,7,0,0,0,5,10,18,6,25,35,0,488,11,17,0,19,0,53,0,11,0,0,0,0,0,0,0
43601,23,3,0,835,7,0,0,0,5,10,15,6,25,35,0,488,0,17,16,19,0,53,0,11,0,0,0,0,0,0,0
43602,23,3,0,835,7,0,0,0,5,10,17,6,25,35,0,488,0,17,16,19,0,53,0,11,0,0,0,0,0,0,0
43603,23,3,0,835,7,0,0,0,5,10,18,6,25,35,0,488,0,17,16,19,0,53,0,11,0,0,0,0,0,0,0
43604,23,2,0,2422,1,0,0,0,24,1115,15,8,25,56,5,23,0,2439,0,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43605,23,2,0,2422,1,0,0,0,24,1115,17,8,25,56,5,23,0,2439,0,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43606,23,2,0,2422,1,0,0,0,24,1115,18,8,25,56,5,23,0,2439,0,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43607,23,2,0,5526,1,0,0,0,24,1115,15,8,25,56,0,23,24,2439,0,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43608,23,2,0,5526,1,0,0,0,24,1115,17,8,25,56,0,23,24,2439,0,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43609,23,2,0,5526,1,0,0,0,24,1115,18,8,25,56,0,23,24,2439,0,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43610,23,2,0,2402,1,0,0,0,24,1115,15,8,25,56,0,23,0,2439,9,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43611,23,2,0,2402,1,0,0,0,24,1115,17,8,25,56,0,23,0,2439,9,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43612,23,2,0,2402,1,0,0,0,24,1115,18,8,25,56,0,23,0,2439,9,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43613,23,2,0,2402,1,0,0,0,24,1115,15,8,25,56,0,23,0,2439,11,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43614,23,2,0,2402,1,0,0,0,24,1115,17,8,25,56,0,23,0,2439,11,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
43615,23,2,0,2402,1,0,0,0,24,1115,18,8,25,56,0,23,0,2439,11,17,0,11,0,4,0,head,T5_b_head,head,T5_s_head,head,T5_f_head
