KEY,CN,EN
大领主生命药剂,大领主生命药剂,Lord elixir
微弱能量药剂,微弱能量药剂,Weak energy potion
小型能量药剂,小型能量药剂,Small energy potion
中型能量药剂,中型能量药剂,Medium energy potion
大型能量药剂,大型能量药剂,Large energy potion
巨型能量药剂,巨型能量药剂,Giant energy potion
祝福能量药剂,祝福能量药剂,Blessing energy potion
大师能量药剂,大师能量药剂,Master energy potion
炼金师能量药剂,炼金师能量药剂,Alchemist energy potion
帝国能量药剂,帝国能量药剂,Empire energy potion
神圣能量药剂,神圣能量药剂,Divine energy potion
十夫长能量药剂,十夫长能量药剂,Ten Centurion energy potion
百夫长能量药剂,百夫长能量药剂,Centurion energy potion
千夫长能量药剂,千夫长能量药剂,Chiliarchy energy potion
大领主能量药剂,大领主能量药剂,Lord energy elixir
军粮丸,军粮丸,Military pill
十夫长的补给,十夫长的补给,Chief Sign Supplies
百夫长的补给,百夫长的补给,Centurion Supplies
千夫长的补给,千夫长的补给,Chiliarchy Supplies
乔兹的守护,乔兹的守护,Guardian from Josie
解毒药剂,解毒药剂,neutralize toxic potion
壁炉药剂,壁炉药剂,Fireplace medicament
清凉药剂,清凉药剂,Cool potion
圣光药剂,圣光药剂,Reagents
愈合药剂,愈合药剂,Healing potion
净化药剂,净化药剂,Purify potion
神王药剂,神王药剂,King potion
沉默药剂,沉默药剂,Silencing potion
破咒药剂,破咒药剂,Curse Breaker potion
回溯药剂,回溯药剂,Backtracking potion
剧毒免疫药剂,剧毒免疫药剂,toxic immunization reagent
冰霜免疫药剂,冰霜免疫药剂,Ice immunization reagent
熔岩免疫药剂,熔岩免疫药剂,Lava immunization reagent
致盲免疫药剂,致盲免疫药剂,Blinding immunization reagent
流血免疫药剂,流血免疫药剂,Bleeding immunization reagent
污染免疫药剂,污染免疫药剂,Pollution immunization reagent
精灵之火免疫药剂,精灵之火免疫药剂,faerie fire immunization reagent 
咆哮免疫药剂,咆哮免疫药剂,Roaring immunization reagent
沉默免疫药剂,沉默免疫药剂,Silent immunization reagent
沉默眩晕药剂,沉默眩晕药剂,Silent vertigo immunization reagent
圣光守护,圣光守护,Holy light protection
虫洞药水,虫洞药水,Wormhole potion
霸者玉石,霸者玉石,Bully jade
怪物图鉴-地狱三头犬,怪物图鉴-地狱三头犬,Monster Illustration - Cerberus
怪物图鉴-恶龙,怪物图鉴-恶龙,Monster Illustration - Dragon
怪物图鉴-哥布林,怪物图鉴-哥布林,Monster Illustration - goblin
怪物图鉴-骷髅,怪物图鉴-骷髅,Monster Illustration - skeleton
怪物图鉴-食人花,怪物图鉴-食人花,Monster Illustration - cannibal flower
怪物图鉴-鬼火,怪物图鉴-鬼火,Monster Illustration - Ghost fire
怪物图鉴-牛头人,怪物图鉴-牛头人,Monster Illustration - Tauren
怪物图鉴-食尸鬼,怪物图鉴-食尸鬼,Monster Illustration - Ghoul
怪物图鉴-鹰身女妖,怪物图鉴-鹰身女妖,Monster Illustration - Banshee
怪物图鉴-史莱姆,怪物图鉴-史莱姆,Monster Illustration - slime
怪物图鉴-兽人,怪物图鉴-兽人,Monster Illustration - Orc
怪物图鉴-德鲁伊,怪物图鉴-德鲁伊,Monster Illustration - Druid
怪物图鉴-美杜莎,怪物图鉴-美杜莎,Monster Illustration - Medusa
怪物图鉴-元素,怪物图鉴-元素,Monster Illustration - element
怪物图鉴-圣甲虫,怪物图鉴-圣甲虫,Monster Illustration - Scarab
怪物图鉴-吸血鬼,怪物图鉴-吸血鬼,Monster Illustration Vampire
怪物图鉴-奇美拉,怪物图鉴-奇美拉,Monster Illustration - chimera
怪物图鉴-泰坦,怪物图鉴-泰坦,Monster Illustration - Titan
地狱三头犬通缉令,地狱三头犬通缉令,Arrest warrant for Cerberus
恶龙通缉令,恶龙通缉令,Arrest warrant for Dragon
哥布林通缉令,哥布林通缉令,Arrest warrant for Goblin
骷髅通缉令,骷髅通缉令,Arrest warrant for Skeleton
食人花通缉令,食人花通缉令,Arrest warrant for cannibal plant
鬼火通缉令,鬼火通缉令,Arrest warrant for ghost fire
牛头人通缉令,牛头人通缉令,Arrest warrant for Tauren
食尸鬼通缉令,食尸鬼通缉令,Arrest warrant for Ghouls
鹰身女妖通缉令,鹰身女妖通缉令,Arrest warrant for the Banshee
史莱姆通缉令,史莱姆通缉令,Arrest warrant for slime
兽人通缉令,兽人通缉令,Arrest warrant for Orc
德鲁伊通缉令,德鲁伊通缉令,Arrest warrant for Druids
美杜莎通缉令,美杜莎通缉令,Arrest warrant for Medusa
元素通缉令,元素通缉令,Arrest warrant for Element
圣甲虫通缉令,圣甲虫通缉令,Arrest warrant for Scarab
吸血鬼通缉令,吸血鬼通缉令,Arrest warrant for Vampire
奇美拉通缉令,奇美拉通缉令,Arrest warrant for chimera
泰坦通缉令,泰坦通缉令,Arrest warrant for Titan
生命骰子,生命骰子,Life dice
能量骰子,能量骰子,Energy dice
命运骰子,命运骰子,Destiny dice
处决之剑,处决之剑,The sword of execution
守护骑士长剑,守护骑士长剑,Knight's sword
守护骑士壁垒,守护骑士壁垒,Knight's barrier
守护骑士之冠,守护骑士之冠,Knight's crown
守护骑士铁足,守护骑士铁足,Knight's feet
守护骑士肩甲,守护骑士肩甲,Guardian Knight shoulder armor
守护骑士护腕,守护骑士护腕,Guard Knight Bracers
守护之心,守护之心,heart of guard
守护之牙,守护之牙,teeth of guard
初心者之刃,初心者之刃,The blade of the original will
初心者的坚持,初心者的坚持,The insistence of the original will
熊熊燃烧的火把,熊熊燃烧的火把,Flaming torch
破旧重甲,破旧重甲,Broken heavy armor
破旧长靴,破旧长靴,Old boots
破旧吊坠,破旧吊坠,old Pendant
破旧头盔,破旧头盔,Broken helmet
破旧臂章,破旧臂章,Broken armband
破旧戒指,破旧戒指,A shabby ring
破旧垫肩,破旧垫肩,Shabby shoulder pad
破旧火把,破旧火把,Shabby torch
破旧战斧,破旧战斧,Shabby Tomahawk
破旧杖,破旧杖,Broken rod
破旧短刀,破旧短刀,old short knife
破旧直剑,破旧直剑,old straight sword
破旧巨锤,破旧巨锤,old giant hammer
破旧皮甲,破旧皮甲,old leather armor
破旧护腿,破旧护腿,old leg guard
破旧爪饰,破旧爪饰,old claw decorations
破旧兜帽,破旧兜帽,Shabby hood
破旧护臂,破旧护臂,Broken brachial armour
破旧护肩,破旧护肩,Shabby Pauldrons
破旧短斧,破旧短斧,Shabby and short axe
破旧法杖,破旧法杖,Dilapidated scepters
破旧短剑,破旧短剑,A broken short sword
破旧大剑,破旧大剑,A broken sword
破旧战锤,破旧战锤,Dilapidated Warhammer
普通长袍,普通长袍,Common robe
普通短靴,普通短靴,Common boots
普通吊坠,普通吊坠,Common Pendant
普通头冠,普通头冠,Common helmet
普通臂饰,普通臂饰,Common arm ornament
普通戒指,普通戒指,Common ring
普通披肩,普通披肩,Common shawl
普通火把,普通火把,Common torch
普通手斧,普通手斧,Common Tomahawk
普通魔杖,普通魔杖,Common wand
普通短剑,普通短剑,Common short sword
普通长剑,普通长剑,Common straight sword
普通短锤,普通短锤,Common short hammer
普通重甲,普通重甲,Common leather armor
普通长靴,普通长靴,Common boots
普通头盔,普通头盔,General helmet
普通臂章,普通臂章,Common armband
普通垫肩,普通垫肩,Common Pauldrons
普通战斧,普通战斧,Common Battle Axe
普通权杖,普通权杖,Common Scepter
普通匕首,普通匕首,Common Dagger
普通直剑,普通直剑,Common straight sword
普通锤,普通锤,Common hammer
优秀皮甲,优秀皮甲,Excellent leather armor
优秀护腿,优秀护腿,Excellent leg protection
优秀吊坠,优秀吊坠,Excellent Pendant
优秀兜帽,优秀兜帽,Excellent hood
优秀护臂,优秀护臂,Excellent brachial armour
优秀护肩,优秀护肩,Excellent Pauldrons
优秀火把,优秀火把,Excellent torch
优秀短斧,优秀短斧,Excellent short axe
优秀杖,优秀杖,Excellent staff
优秀剑,优秀剑,Excellent sword
优秀大剑,优秀大剑,Excellent sword
优秀巨锤,优秀巨锤,Excellent giant hammer
优秀长袍,优秀长袍,Excellent Robe
优秀短靴,优秀短靴,Excellent short boots
优秀头冠,优秀头冠,Excellent head crown
优秀臂饰,优秀臂饰,Excellent arm ornament
优秀披肩,优秀披肩,Excellent shawl
优秀手斧,优秀手斧,Excellent Hand Axe
优秀法杖,优秀法杖,Excellent scepters
优秀短刀,优秀短刀,Excellent short knife
优秀长剑,优秀长剑,Excellent long sword
优秀战锤,优秀战锤,Excellent Warhammer
精良板甲,精良板甲,Fine plate armour
精良战靴,精良战靴,Fine war boots
精良护符,精良护符,Fine Amulet
精良兜鍪,精良兜鍪,Fine ancient helmet
精良臂甲,精良臂甲,Fine brachial armour
精良戒指,精良戒指,Fine ring
精良肩甲,精良肩甲,Fine shoulder armour
精良火把,精良火把,Fine torch
精良战斧,精良战斧,Fine battle axe
精良魔杖,精良魔杖,Fine wand
精良短剑,精良短剑,Fine short sword
精良直剑,精良直剑,Fine straight sword
精良短锤,精良短锤,Fine short hammer
精良重甲,精良重甲,Fine weight armor
精良长靴,精良长靴,Fine boots
精良吊坠,精良吊坠,Fine Pendant
精良头盔,精良头盔,Fine helmet
精良臂章,精良臂章,Fine armband
精良垫肩,精良垫肩,Fine shoulder pads
精良短斧,精良短斧,Fine short axe
精良权杖,精良权杖,Fine Scepter
精良大剑,精良大剑,Fine sword
精良锤,精良锤,Fine hammer
强力重甲,强力重甲,powerful weighted armor
强力长靴,强力长靴,powerful boots
强力爪饰,强力爪饰,Powerful claw decorations
强力头盔,强力头盔,powerful helmet
强力臂章,强力臂章,powerful armband
强力戒指,强力戒指,powerful ring
强力垫肩,强力垫肩,powerful shoulder pads
强力火把,强力火把,powerful torch
强力手斧,强力手斧,powerful Hand Axe
强力杖,强力杖,powerful scepters
强力匕首,强力匕首,powerful Dagger
强力长剑,强力长剑,powerful sword
强力巨锤,强力巨锤,Powerful hammer
强力皮甲,强力皮甲,powerful leather armor
强力护腿,强力护腿,powerful leg protection
强力吊坠,强力吊坠,powerful Pendant
强力兜帽,强力兜帽,powerful hood
强力护臂,强力护臂,powerful armguard
强力护肩,强力护肩,powerful Pauldrons
强力战斧,强力战斧,powerful battle axe
强力法杖,强力法杖,powerful wand
强力剑,强力剑,powerful sword
强力直剑,强力直剑,powerful straight sword
强力战锤,强力战锤,Powerful Warhammer
勇者长袍,勇者长袍,Valiant Robe
勇者短靴,勇者短靴,Valiant short boots
勇者吊坠,勇者吊坠,Valiant Pendant
勇者头冠,勇者头冠,Valiant helmet
勇者臂饰,勇者臂饰,Valiant arm ornament
勇者披肩,勇者披肩,Valiant shawl
勇者火把,勇者火把,Valiant torch
勇者短斧,勇者短斧,Valiant short axe
勇者魔杖,勇者魔杖,Valiant wand
勇者短刀,勇者短刀,Valiant knives
勇者大剑,勇者大剑,Valiant big sword
勇者短锤,勇者短锤,Valiant short hammer
勇者重甲,勇者重甲,Valiant weighted armor
勇者长靴,勇者长靴,Valiant boots
勇者头盔,勇者头盔,Valiant helmet
勇者臂章,勇者臂章,Valiant armband
勇者垫肩,勇者垫肩,Valiant shoulder pads
勇者手斧,勇者手斧,Valiant Hand Axe
勇者权杖,勇者权杖,Valiant sceptre
勇者短剑,勇者短剑,Valiant Swords
勇者长剑,勇者长剑,Valiant long sword
勇者锤,勇者锤,Valiant hammer
炽热皮甲,炽热皮甲,Fiery leather armor
炽热护腿,炽热护腿,Fiery leg guard
炽热吊坠,炽热吊坠,Fiery Pendant
炽热兜帽,炽热兜帽,Fiery hood
炽热护臂,炽热护臂,Fiery armguard
炽热戒指,炽热戒指,Fiery ring
炽热护肩,炽热护肩,Fiery pauldrons
炽热火把,炽热火把,Fiery torch
炽热战斧,炽热战斧,Fiery battle axe
炽热杖,炽热杖,Fiery sceptre
炽热短剑,炽热短剑,Fiery short sword
炽热直剑,炽热直剑,Fiery straight sword
炽热巨锤,炽热巨锤,Fiery giant hammer
炽热长袍,炽热长袍,Fiery Robe
炽热短靴,炽热短靴,Fiery short boots
炽热护符,炽热护符,Fiery amulet
炽热头冠,炽热头冠,Fiery head crown
炽热臂饰,炽热臂饰,Fiery arm ornament
炽热披肩,炽热披肩,Fiery shawl
炽热短斧,炽热短斧,Fiery short axe
炽热法杖,炽热法杖,Fiery wand
炽热匕首,炽热匕首,Fiery Dagger
炽热大剑,炽热大剑,Fiery big Sword
炽热战锤,炽热战锤,Fiery Warhammer
灰烬板甲,灰烬板甲,Ember plate armour
灰烬战靴,灰烬战靴,Ember battle boots
灰烬吊坠,灰烬吊坠,Ember Pendant
灰烬兜鍪,灰烬兜鍪,Ember ancient helmet
灰烬臂甲,灰烬臂甲,Ember arm armour
灰烬戒指,灰烬戒指,Ember ring
灰烬肩甲,灰烬肩甲,Ember shoulder armour
灰烬火把,灰烬火把,Ember torch
灰烬手斧,灰烬手斧,Ember Hand Axe
灰烬魔杖,灰烬魔杖,Ember wand
灰烬剑,灰烬剑,Ember sword
灰烬长剑,灰烬长剑,Ember long sword
灰烬短锤,灰烬短锤,Ember short hammer
灰烬皮甲,灰烬皮甲,Ember leather armor
灰烬护腿,灰烬护腿,Ember leg guard
灰烬爪饰,灰烬爪饰,Ember claw decorations
灰烬兜帽,灰烬兜帽,Ember hood
灰烬护臂,灰烬护臂,Ember arm guard
灰烬护肩,灰烬护肩,Ember pauldrons
灰烬战斧,灰烬战斧,Ember battle axe
灰烬权杖,灰烬权杖,Ember Scepter
灰烬短刀,灰烬短刀,Ember knife
灰烬直剑,灰烬直剑,Ember straight sword
灰烬锤,灰烬锤,Ember hammer
深海长袍,深海长袍,Abyssal Robe
深海短靴,深海短靴,Abyssal boots
深海吊坠,深海吊坠,Abyssal Pendant
深海头冠,深海头冠,Abyssal head crown
深海臂饰,深海臂饰,Abyssal arm ornament
深海披肩,深海披肩,Abyssal shawl
深海火把,深海火把,Abyssal torch
深海短斧,深海短斧,Abyssal short axe
深海杖,深海杖,Abyssal sceptre
深海短剑,深海短剑,Abyssal Swords
深海大剑,深海大剑,Abyssal big sword
深海巨锤,深海巨锤,Abyssal giant hammer
深海板甲,深海板甲,Abyssal plate armour
深海战靴,深海战靴,Abyssal battle boots
深海兜鍪,深海兜鍪,Abyssal ancient helmet
深海臂甲,深海臂甲,Abyssal arm armour
深海肩甲,深海肩甲,Abyssal shoulder armour
深海手斧,深海手斧,Abyssal Hand Axe
深海法杖,深海法杖,Abyssal wand
深海长剑,深海长剑,Abyssal long sword
深海战锤,深海战锤,Abyssal Warhammer
奇迹皮甲,奇迹皮甲,Miraculous Leather Armor
奇迹护腿,奇迹护腿,Miraculous leg guard
奇迹吊坠,奇迹吊坠,Miraculous Pendant
奇迹兜帽,奇迹兜帽,Miraculous hood
奇迹护臂,奇迹护臂,Miraculous arm guard
奇迹戒指,奇迹戒指,Miraculous ring
奇迹护肩,奇迹护肩,Miraculous pauldrons
奇迹火把,奇迹火把,Miraculous torch
奇迹战斧,奇迹战斧,Miraculous Battle Axe
